"symbol","date","open","high","low","close","volume","adjusted"
"MSFT34",2011-03-21,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-22,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-23,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-24,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-25,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-28,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-29,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-30,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-03-31,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-01,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-04,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-05,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-06,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-07,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-08,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-11,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-12,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-13,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-14,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-15,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-18,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-19,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-20,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-25,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-26,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-27,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-28,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-04-29,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-02,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-03,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-04,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-05,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-06,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-09,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-10,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-11,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-12,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-13,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-16,1.981666,1.981666,1.981666,1.981666,0,1.560173
"MSFT34",2011-05-17,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-18,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-19,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-20,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-23,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-24,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-25,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-26,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-27,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-30,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-05-31,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-01,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-02,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-03,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-06,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-07,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-08,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-09,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-10,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-13,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-14,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-15,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-16,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-17,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-20,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-21,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-22,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-24,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-27,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-28,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-29,1.981666,1.981666,1.981666,1.981666,0,1.568487
"MSFT34",2011-06-30,1.668333,1.668333,1.668333,1.668333,2400,1.320485
"MSFT34",2011-07-01,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-04,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-05,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-06,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-07,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-08,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-11,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-12,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-13,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-14,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-15,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-18,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-19,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-20,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-21,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-22,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-25,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-26,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-27,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-28,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-07-29,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-01,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-02,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-03,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-04,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-05,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-08,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-09,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-10,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-11,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-12,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-15,1.668333,1.668333,1.668333,1.668333,0,1.320485
"MSFT34",2011-08-16,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-17,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-18,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-19,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-22,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-23,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-24,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-25,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-26,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-29,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-30,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-08-31,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-01,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-02,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-05,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-06,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-08,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-09,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-12,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-13,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-14,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-15,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-16,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-19,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-20,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-21,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-22,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-23,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-26,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-27,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-28,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-29,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-09-30,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-03,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-04,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-05,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-06,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-07,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-10,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-11,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-13,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-14,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-17,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-18,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-19,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-20,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-21,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-24,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-25,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-26,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-27,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-28,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-10-31,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-01,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-03,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-04,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-07,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-08,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-09,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-10,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-11,1.668333,1.668333,1.668333,1.668333,0,1.32875
"MSFT34",2011-11-14,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-16,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-17,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-18,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-21,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-22,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-23,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-24,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-25,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-28,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-29,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-11-30,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-01,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-02,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-05,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-06,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-07,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-08,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-09,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-12,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-13,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-14,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-15,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-16,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-19,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-20,1.668333,1.668333,1.668333,1.668333,0,1.34072
"MSFT34",2011-12-21,1.992916,1.992916,1.992916,1.992916,940800,1.601564
"MSFT34",2011-12-22,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2011-12-23,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2011-12-26,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2011-12-27,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2011-12-28,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2011-12-29,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2012-01-02,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2012-01-03,1.992916,1.992916,1.992916,1.992916,0,1.601564
"MSFT34",2012-01-04,2.125,2.125,2.125,2.125,2400,1.707711
"MSFT34",2012-01-05,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-06,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-09,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-10,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-11,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-12,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-13,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-16,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-17,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-18,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-01-19,2.1175,2.1175,2.1175,2.1175,14400,1.701683
"MSFT34",2012-01-20,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-23,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-24,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-26,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-27,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-30,2.1175,2.1175,2.1175,2.1175,0,1.701683
"MSFT34",2012-01-31,2.125,2.125,2.125,2.125,2400,1.707711
"MSFT34",2012-02-01,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-02,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-03,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-06,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-07,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-08,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-09,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-10,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-13,2.125,2.125,2.125,2.125,0,1.707711
"MSFT34",2012-02-14,2.125,2.125,2.125,2.125,0,1.719647
"MSFT34",2012-02-15,2.125,2.125,2.125,2.125,0,1.719647
"MSFT34",2012-02-16,2.125,2.125,2.125,2.125,0,1.719647
"MSFT34",2012-02-17,2.229166,2.229166,2.229166,2.229166,2400,1.803942
"MSFT34",2012-02-23,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-02-24,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-02-27,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-02-28,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-02-29,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-03-01,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-03-02,2.310833,2.310833,2.310833,2.310833,2400,1.870032
"MSFT34",2012-03-05,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-03-06,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-03-07,2.229166,2.229166,2.229166,2.229166,0,1.803942
"MSFT34",2012-03-08,2.35,2.35,2.35,2.35,2400,1.901727
"MSFT34",2012-03-09,2.35,2.38875,2.35,2.38875,775200,1.933086
"MSFT34",2012-03-12,2.41125,2.41125,2.41125,2.41125,2400,1.951294
"MSFT34",2012-03-13,2.41125,2.41125,2.41125,2.41125,0,1.951294
"MSFT34",2012-03-14,2.41125,2.41125,2.41125,2.41125,0,1.951294
"MSFT34",2012-03-15,2.4675,2.4675,2.4675,2.4675,2400,1.996814
"MSFT34",2012-03-16,2.4675,2.4675,2.4675,2.4675,0,1.996814
"MSFT34",2012-03-19,2.4675,2.4675,2.4675,2.4675,0,1.996814
"MSFT34",2012-03-20,2.4675,2.4675,2.4675,2.4675,0,1.996814
"MSFT34",2012-03-21,2.4675,2.4675,2.4675,2.4675,0,1.996814
"MSFT34",2012-03-22,2.426666,2.426666,2.426666,2.426666,2400,1.963769
"MSFT34",2012-03-23,2.426666,2.426666,2.426666,2.426666,0,1.963769
"MSFT34",2012-03-26,2.460833,2.460833,2.460833,2.460833,2400,1.991419
"MSFT34",2012-03-27,2.460833,2.460833,2.460833,2.460833,0,1.991419
"MSFT34",2012-03-28,2.460833,2.460833,2.460833,2.460833,0,1.991419
"MSFT34",2012-03-29,2.460833,2.460833,2.460833,2.460833,0,1.991419
"MSFT34",2012-03-30,2.449583,2.449583,2.449583,2.449583,2400,1.982315
"MSFT34",2012-04-02,2.449583,2.449583,2.449583,2.449583,0,1.982315
"MSFT34",2012-04-03,2.449583,2.449583,2.449583,2.449583,0,1.982315
"MSFT34",2012-04-04,2.449583,2.449583,2.449583,2.449583,0,1.982315
"MSFT34",2012-04-05,2.416666,2.440833,2.398333,2.398333,7200,1.94084
"MSFT34",2012-04-09,2.398333,2.398333,2.398333,2.398333,0,1.94084
"MSFT34",2012-04-10,2.398333,2.398333,2.398333,2.398333,0,1.94084
"MSFT34",2012-04-11,2.316666,2.316666,2.316666,2.316666,2400,1.874751
"MSFT34",2012-04-12,2.316666,2.316666,2.316666,2.316666,0,1.874751
"MSFT34",2012-04-13,2.316666,2.316666,2.316666,2.316666,0,1.874751
"MSFT34",2012-04-16,2.316666,2.316666,2.316666,2.316666,0,1.874751
"MSFT34",2012-04-17,2.429583,2.429583,2.429583,2.429583,2400,1.966129
"MSFT34",2012-04-18,2.429583,2.429583,2.429583,2.429583,0,1.966129
"MSFT34",2012-04-19,2.429583,2.429583,2.429583,2.429583,0,1.966129
"MSFT34",2012-04-20,2.429583,2.429583,2.429583,2.429583,0,1.966129
"MSFT34",2012-04-23,2.429583,2.429583,2.429583,2.429583,0,1.966129
"MSFT34",2012-04-24,2.480416,2.480416,2.480416,2.480416,2400,2.007266
"MSFT34",2012-04-25,2.541666,2.541666,2.541666,2.541666,304800,2.056832
